STATION,NAME,DATE,TMAX,TMIN,TAVG,PRCP
USC00049152,"U C L A, CA US",2022-01-05,,68.0,48.0,63.0
USC00046773,"PEARBLOSSOM, CA US",2022-01-05,,55.0,28.0,46.0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-01-05,,65.0,43.0,
USC00047326,"REDONDO BEACH, CA US",2022-01-05,,64.0,43.0,58.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-01-05,46.0,59.0,36.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-01-05,58.0,74.0,44.0,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-01-05,54.0,63.0,48.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-01-05,,69.0,43.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-01-05,,60.0,33.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-01-05,,,,
US1CALA0104,"SAN FERNANDO 7.8 SW, CA US",2022-01-05,,,,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-01-05,45.0,62.0,29.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-01-05,,65.0,51.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-01-05,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-01-05,,65.0,45.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-01-05,,,,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-01-05,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-01-05,,73.0,41.0,43.0
USC00042941,"FAIRMONT, CA US",2022-01-05,,54.0,42.0,49.0
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-01-05,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-01-05,,,,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-01-05,,,,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2022-01-05,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-01-05,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-01-05,,,,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-01-05,,,,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-01-05,,,,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-01-05,54.0,71.0,42.0,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-01-05,45.0,56.0,38.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-01-05,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-01-05,,,,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-01-05,59.0,69.0,47.0,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-01-05,,,,
USC00046719,"PASADENA, CA US",2022-01-05,,73.0,43.0,47.0
USW00003159,"LANCASTER, CA US",2022-01-05,,61.0,32.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-01-05,,68.0,47.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-01-05,62.0,70.0,55.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-01-05,56.0,61.0,51.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-01-06,51.0,65.0,37.0,
USC00047326,"REDONDO BEACH, CA US",2022-01-06,,64.0,43.0,56.0
USC00049152,"U C L A, CA US",2022-01-06,,71.0,52.0,67.0
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-01-06,49.0,66.0,42.0,
US1CALA0003,"TORRANCE 2.8 SW, CA US",2022-01-06,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-01-06,,,,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-01-06,61.0,76.0,50.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-01-06,63.0,72.0,55.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-01-06,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-01-06,,,,
USC00046719,"PASADENA, CA US",2022-01-06,,77.0,47.0,54.0
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-01-06,57.0,68.0,50.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-01-06,61.0,73.0,54.0,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-01-06,67.0,73.0,60.0,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-01-06,,,,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-01-06,,,,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-01-06,62.0,70.0,54.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-01-06,57.0,63.0,50.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-01-06,,66.0,47.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-01-06,61.0,79.0,49.0,
US1CALA0104,"SAN FERNANDO 7.8 SW, CA US",2022-01-06,,,,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-01-06,,,,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-01-06,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-01-06,,,,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-01-06,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2022-01-06,,64.0,33.0,
USW00003159,"LANCASTER, CA US",2022-01-06,,64.0,30.0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-01-06,,77.0,41.0,41.0
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-01-06,58.0,68.0,50.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-01-06,,,,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-01-06,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-01-06,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-01-06,,79.0,46.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-01-06,65.0,79.0,58.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-01-06,,71.0,47.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-01-06,45.0,68.0,30.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-01-06,,,,
USC00042941,"FAIRMONT, CA US",2022-01-06,,56.0,40.0,40.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-01-06,50.0,65.0,36.0,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-01-06,,70.0,48.0,
USC00040144,"ALTADENA, CA US",2022-01-06,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-01-06,,65.0,47.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-01-06,,77.0,48.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-01-06,62.0,71.0,57.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-01-06,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-01-06,,,,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-01-06,62.0,78.0,51.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-01-06,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-01-06,,71.0,46.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-01-06,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-01-06,,,,
USC00046624,"PALMDALE, CA US",2022-01-06,,66.0,35.0,37.0
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-01-06,59.0,71.0,52.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-01-06,62.0,75.0,54.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-01-06,,71.0,57.0,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-01-06,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-01-06,,,,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-01-06,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-01-06,,66.0,43.0,61.0
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-01-06,,,,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-01-06,,,,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-01-06,59.0,75.0,49.0,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-01-06,64.0,74.0,56.0,
USC00046773,"PEARBLOSSOM, CA US",2022-01-06,,62.0,39.0,46.0
USC00042214,"CULVER CITY, CA US",2022-01-06,,65.0,45.0,60.0
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-01-06,,83.0,40.0,77.0
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-01-06,,,,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-01-06,,,,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2022-01-06,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-01-07,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-01-07,,55.0,48.0,
US1CALA0104,"SAN FERNANDO 7.8 SW, CA US",2022-01-07,,,,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-01-07,53.0,63.0,46.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-01-07,,55.0,48.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-01-07,51.0,58.0,44.0,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-01-07,,,,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-01-07,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-01-07,51.0,61.0,42.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-01-07,,,,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-01-07,55.0,65.0,41.0,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-01-07,,,,
USC00049152,"U C L A, CA US",2022-01-07,,67.0,47.0,56.0
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-01-07,52.0,62.0,45.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-01-07,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-01-07,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-01-07,,61.0,46.0,55.0
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-01-07,53.0,61.0,48.0,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-01-07,,,,
US1CALA0003,"TORRANCE 2.8 SW, CA US",2022-01-07,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-01-07,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2022-01-07,,68.0,41.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-01-07,,56.0,48.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-01-07,52.0,61.0,44.0,
USW00003159,"LANCASTER, CA US",2022-01-07,,67.0,34.0,
US1CALA0077,"LANCASTER 5.5 E, CA US",2022-01-07,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-01-07,,58.0,50.0,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-01-07,44.0,52.0,36.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-01-07,51.0,57.0,43.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-01-07,,61.0,45.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-01-07,53.0,64.0,47.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-01-07,,77.0,39.0,58.0
USC00047326,"REDONDO BEACH, CA US",2022-01-07,,57.0,47.0,55.0
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-01-07,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-01-07,,62.0,46.0,
USC00042214,"CULVER CITY, CA US",2022-01-07,,60.0,50.0,57.0
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-01-07,54.0,63.0,45.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-01-07,,,,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-01-07,,,,
USC00040144,"ALTADENA, CA US",2022-01-07,,,,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-01-07,,,,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-01-07,,,,
USC00046624,"PALMDALE, CA US",2022-01-07,,67.0,37.0,57.0
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-01-07,,,,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-01-07,53.0,64.0,44.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-01-07,,,,
USC00042941,"FAIRMONT, CA US",2022-01-07,,63.0,40.0,58.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-01-07,54.0,70.0,41.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-01-07,,,,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-01-07,52.0,57.0,47.0,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2022-01-07,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-01-07,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-01-07,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-01-07,51.0,61.0,46.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-01-07,,,,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-01-07,55.0,64.0,47.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-01-07,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-01-07,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-01-07,,62.0,41.0,44.0
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-01-07,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-01-07,,57.0,51.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-01-07,,64.0,44.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-01-07,49.0,70.0,31.0,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-01-07,,,,
USC00046773,"PEARBLOSSOM, CA US",2022-01-07,,71.0,45.0,56.0
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-01-07,50.0,57.0,42.0,
US1CALA0116,"TORRANCE 1.0 E, CA US",2022-01-07,,,,
USC00046719,"PASADENA, CA US",2022-01-07,,73.0,47.0,48.0
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-01-07,51.0,61.0,43.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-01-07,53.0,56.0,47.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-01-07,,,,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-01-08,,,,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-01-08,54.0,66.0,45.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-01-08,,60.0,36.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-01-08,,61.0,48.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-01-08,,61.0,51.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-01-08,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-01-08,,,,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-01-08,,,,
USC00046773,"PEARBLOSSOM, CA US",2022-01-08,,59.0,37.0,58.0
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-01-08,,63.0,48.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-01-08,54.0,65.0,47.0,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-01-08,46.0,56.0,39.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-01-08,,56.0,48.0,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-01-08,,,,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-01-08,,,,
USC00046624,"PALMDALE, CA US",2022-01-08,,61.0,40.0,42.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-01-08,53.0,61.0,49.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-01-08,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-01-08,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-01-08,,,,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-01-08,50.0,62.0,35.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-01-08,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-01-08,,65.0,43.0,63.0
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-01-08,46.0,52.0,39.0,
USC00040144,"ALTADENA, CA US",2022-01-08,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-01-08,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-01-08,47.0,59.0,39.0,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-01-08,,,,
USW00003159,"LANCASTER, CA US",2022-01-08,,61.0,32.0,
US1CALA0104,"SAN FERNANDO 7.8 SW, CA US",2022-01-08,,,,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-01-08,46.0,54.0,35.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-01-08,,,,
USC00042941,"FAIRMONT, CA US",2022-01-08,,59.0,43.0,45.0
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-01-08,51.0,56.0,46.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-01-08,,,,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-01-08,,,,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-01-08,,,,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-01-08,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-01-08,,64.0,47.0,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-01-08,38.0,51.0,29.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-01-08,,,,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-01-08,45.0,57.0,35.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-01-08,,,,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-01-08,48.0,60.0,36.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-01-08,,,,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-01-08,,,,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2022-01-08,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-01-08,,64.0,38.0,38.0
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-01-08,46.0,58.0,38.0,
USC00042214,"CULVER CITY, CA US",2022-01-08,,62.0,50.0,56.0
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-01-08,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-01-08,,64.0,48.0,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-01-08,44.0,50.0,36.0,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-01-08,,63.0,49.0,
USC00047326,"REDONDO BEACH, CA US",2022-01-08,,63.0,49.0,58.0
USW00003122,"TORRANCE AIRPORT, CA US",2022-01-08,,61.0,48.0,58.0
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-01-08,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-01-08,,,,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-01-08,54.0,66.0,44.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-01-08,51.0,60.0,43.0,
US1CALA0077,"LANCASTER 5.5 E, CA US",2022-01-08,,,,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-01-08,,,,
USC00046719,"PASADENA, CA US",2022-01-08,,64.0,48.0,51.0
USC00049152,"U C L A, CA US",2022-01-08,,63.0,49.0,59.0
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-01-08,55.0,65.0,47.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-01-08,,64.0,51.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-01-08,50.0,60.0,43.0,
US1CALA0003,"TORRANCE 2.8 SW, CA US",2022-01-08,,,,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-01-08,48.0,58.0,41.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-01-08,56.0,61.0,52.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-01-09,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-01-09,,,,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-01-09,56.0,72.0,42.0,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-01-09,62.0,74.0,49.0,
USC00046624,"PALMDALE, CA US",2022-01-09,,60.0,31.0,33.0
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-01-09,,,,
USC00042214,"CULVER CITY, CA US",2022-01-09,,75.0,46.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-01-09,,,,
USC00046773,"PEARBLOSSOM, CA US",2022-01-09,,59.0,37.0,58.0
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-01-09,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-01-09,,,,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-01-09,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-01-09,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-01-09,35.0,46.0,30.0,
USW00003159,"LANCASTER, CA US",2022-01-09,,61.0,29.0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-01-09,,78.0,38.0,45.0
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-01-09,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-01-09,,76.0,44.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-01-09,59.0,67.0,51.0,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-01-09,,,,
USC00042941,"FAIRMONT, CA US",2022-01-09,,58.0,38.0,46.0
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-01-09,61.0,76.0,48.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-01-09,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-01-09,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-01-09,,77.0,47.0,
USC00040144,"ALTADENA, CA US",2022-01-09,,,,
USC00046719,"PASADENA, CA US",2022-01-09,,74.0,44.0,49.0
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-01-09,45.0,52.0,42.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-01-09,49.0,56.0,44.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-01-09,54.0,63.0,49.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-01-09,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-01-09,,,,
USC00049152,"U C L A, CA US",2022-01-09,,77.0,49.0,74.0
USC00047326,"REDONDO BEACH, CA US",2022-01-09,,73.0,45.0,60.0
US1CALA0003,"TORRANCE 2.8 SW, CA US",2022-01-09,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-01-09,47.0,51.0,42.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-01-09,,75.0,45.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-01-09,61.0,76.0,44.0,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-01-09,,,,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-01-09,,,,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-01-09,58.0,68.0,51.0,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-01-09,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-01-09,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-01-09,,67.0,48.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-01-09,,61.0,29.0,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-01-09,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-01-09,,74.0,44.0,62.0
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-01-09,60.0,66.0,54.0,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-01-09,58.0,66.0,52.0,
US1CALA0104,"SAN FERNANDO 7.8 SW, CA US",2022-01-09,,,,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-01-09,43.0,57.0,32.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-01-09,62.0,71.0,44.0,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-01-09,61.0,70.0,54.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-01-09,,76.0,42.0,
USW00023187,"SANDBERG, CA US",2022-01-09,,50.0,41.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-01-09,,74.0,38.0,70.0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-01-09,,75.0,43.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-01-09,,,,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-01-09,50.0,53.0,47.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-01-09,44.0,59.0,33.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-01-09,,,,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-01-09,45.0,51.0,41.0,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2022-01-09,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-01-09,,75.0,42.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-01-09,,,,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-01-09,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-01-09,,75.0,46.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-01-09,46.0,62.0,26.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-01-09,,,,
