STATION,NAME,DATE,TAVG,TMAX,TMIN
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-07,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-07,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-07,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-07,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-07,,57.0,43.0
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-07,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-07,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-07,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-07,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-07,,55.0,41.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-07,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-07,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-07,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-07,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-07,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-08,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-08,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-08,,61.0,36.0
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-08,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-08,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-08,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-08,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-08,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-08,,61.0,32.0
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-08,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-08,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-08,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-08,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-08,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-08,,59.0,34.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-08,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-08,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-08,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-08,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-08,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-08,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-08,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-08,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-08,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-08,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-09,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-09,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-09,,64.0,37.0
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-09,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-09,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-09,,62.0,30.0
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-09,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-09,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-09,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-09,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-09,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-09,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-09,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-09,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-09,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-09,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-09,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-09,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-09,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-09,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-09,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-09,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-09,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-09,,64.0,29.0
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-09,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-09,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-10,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-10,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-10,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-10,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-10,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-10,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-10,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-10,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-10,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-10,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-10,,66.0,51.0
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-10,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-10,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-10,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-10,,64.0,48.0
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-10,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-10,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-10,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-10,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-10,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-10,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-10,,66.0,50.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-10,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-10,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-10,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-10,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-10,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-11,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-11,,68.0,61.0
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-11,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-11,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-11,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-11,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-11,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-11,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-11,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-11,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-11,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-11,,70.0,60.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-11,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-11,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-11,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-11,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-11,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-11,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-11,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-11,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-11,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-11,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-11,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-11,,71.0,60.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-11,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-12,,68.0,44.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-12,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-12,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-12,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-12,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-12,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-12,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-12,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-12,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-12,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-12,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-12,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-12,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-12,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-12,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-12,,69.0,49.0
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-12,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-12,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-12,,66.0,43.0
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-12,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-12,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-12,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-12,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-12,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-12,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-13,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-13,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-13,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-13,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-13,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-13,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-13,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-13,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-13,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-13,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-13,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-13,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-13,,63.0,57.0
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-13,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-13,,66.0,59.0
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-13,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-13,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-13,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-13,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-13,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-13,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-13,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-13,,67.0,57.0
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-13,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-13,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-13,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-14,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-14,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-14,,65.0,60.0
US1GAFT0056,"ATLANTA 5.1 SE, GA US",2020-01-14,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-14,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-14,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-14,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-14,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-14,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-14,,64.0,57.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-14,,63.0,56.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-14,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-14,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-14,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-14,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-14,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-14,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-14,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-14,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-14,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-14,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-14,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-14,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-14,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-14,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-14,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-14,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-14,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-14,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-15,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-15,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-15,,72.0,56.0
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-15,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-15,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-15,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-15,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-15,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-15,,70.0,50.0
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-15,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-15,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-15,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-15,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-15,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-15,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-15,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-15,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-01-15,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-15,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-15,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-15,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-15,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-15,,70.0,53.0
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-15,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-15,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-15,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-15,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-16,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-16,,64.0,47.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-16,,65.0,49.0
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-16,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-16,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-16,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-16,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-16,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-16,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-16,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-16,,65.0,50.0
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-16,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-16,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-16,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-16,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-16,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-16,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-16,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-16,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-16,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-16,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-16,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-16,,,
US1GAFT0056,"ATLANTA 5.1 SE, GA US",2020-01-16,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-16,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-16,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-17,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-17,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-17,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-17,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-17,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-17,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-17,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-17,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-17,,55.0,43.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-17,,51.0,42.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-17,,56.0,45.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-17,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-17,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-17,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-17,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-01-17,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-17,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-17,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-17,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-17,,,
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-17,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-17,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-17,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-17,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-17,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-18,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-18,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-18,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-18,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-18,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-18,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-18,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-18,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-18,,54.0,43.0
US1GAGW0056,"STONE MOUNTAIN 4.9 E, GA US",2020-01-18,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-18,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-18,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-18,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-18,,47.0,41.0
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-18,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-18,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-18,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-18,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-18,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-18,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-18,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-18,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-18,,51.0,43.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-18,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-19,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-19,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-19,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-01-19,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-19,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-19,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-19,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-19,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-19,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-19,,56.0,32.0
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-19,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-19,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-19,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-19,,55.0,31.0
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-19,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-19,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-19,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-19,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-19,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-19,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-19,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-19,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-19,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-19,,52.0,29.0
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-01-19,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-01-20,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-01-20,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-01-20,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-20,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-20,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-01-20,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-20,,38.0,25.0
US1GADK0032,"DECATUR 1.4 N, GA US",2020-01-20,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-01-20,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-01-20,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-01-20,,36.0,23.0
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-01-20,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-01-20,,37.0,24.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-01-20,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-01-20,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-01-20,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-01-20,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-01-20,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-01-20,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-01-20,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-01-20,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-01-20,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-20,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-01-20,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-01-21,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-01-21,,41.0,23.0
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-01-21,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-01-21,,,
